x,y
5.0,5.0
5.0,5.0
4.9379890845334105,4.982543753032826
4.9379890845334105,4.982543753032826
4.9379890845334105,4.982543753032826
4.870309299356448,4.888394283823853
4.912286758056044,4.803542647931512
4.912286758056044,4.803542647931512
4.862751194398268,4.859324251701741
4.862751194398268,4.859324251701741
4.7659916893886365,4.822323554811219
4.7659916893886365,4.822323554811219
4.7373221005952555,4.772544704457999
4.7373221005952555,4.772544704457999
4.7373221005952555,4.772544704457999
4.7373221005952555,4.772544704457999
4.822328716573459,4.6787394501169866
4.822328716573459,4.6787394501169866
4.749855106114343,4.614768463752591
4.749855106114343,4.614768463752591
4.689441617852749,4.645271251138892
4.689441617852749,4.645271251138892
4.628000340903179,4.6017295597129175
4.628000340903179,4.6017295597129175
4.540238667857014,4.591290672817869
4.540238667857014,4.591290672817869
4.524353311455043,4.606105624887211
4.524353311455043,4.606105624887211
4.524353311455043,4.606105624887211
4.506170950460328,4.61516438672094
4.51078514629546,4.565953787772895
4.51078514629546,4.565953787772895
4.5036793426627675,4.538712133112695
4.5036793426627675,4.538712133112695
4.43896885553327,4.549554947647059
4.374424065311638,4.545265692679801
4.409523384836282,4.45952894336522
4.409523384836282,4.45952894336522
4.389540499490473,4.407174936359364
4.424413475312487,4.317279576937333
4.424413475312487,4.317279576937333
4.424413475312487,4.317279576937333
4.424413475312487,4.317279576937333
4.383409386167029,4.361553309234583
4.338234406401514,4.305668390218946
4.338234406401514,4.305668390218946
4.338234406401514,4.305668390218946
4.384328970911136,4.217014103437315
4.384328970911136,4.217014103437315
4.294684427368775,4.161170786973635
4.294684427368775,4.161170786973635
4.294684427368775,4.161170786973635
4.25767578098815,4.1568510677930215
4.25767578098815,4.1568510677930215
4.25767578098815,4.1568510677930215
4.25767578098815,4.1568510677930215
4.249736461718446,4.120712101888244
4.257181958741129,4.057180562129795
4.257181958741129,4.057180562129795
4.182890179186544,4.035241588221511
4.182890179186544,4.035241588221511
4.182890179186544,4.035241588221511
4.108278964929414,4.044563568637038
4.047328275371031,4.046324160902913
3.9860186272701346,4.015068529134183
3.9860186272701346,4.015068529134183
3.9860186272701346,4.015068529134183
3.9860186272701346,4.015068529134183
3.9860186272701346,4.015068529134183
3.903876318644676,4.049287461046729
3.8163869318162975,4.0151630364894695
3.8163869318162975,4.0151630364894695
3.8163869318162975,4.0151630364894695
3.8163869318162975,4.0151630364894695
3.8163869318162975,4.0151630364894695
3.8307564830550733,3.924210706597292
3.8307564830550733,3.924210706597292
3.8307564830550733,3.924210706597292
3.7413001778727875,3.8320895079207093
3.7413001778727875,3.8320895079207093
3.7413001778727875,3.8320895079207093
3.6682312365939067,3.7623934337694167
3.6682312365939067,3.7623934337694167
3.6682312365939067,3.7623934337694167
3.6736163929913284,3.6707170052317517
3.6950087282317745,3.61169539141082
3.634559206447826,3.636582768585804
3.634559206447826,3.636582768585804
3.6047370010077673,3.6147759375231225
3.5704051298417188,3.59901724974579
3.5165899175762165,3.526744703448724
3.5165899175762165,3.526744703448724
3.5165899175762165,3.526744703448724
3.5165899175762165,3.526744703448724
3.4980725452294923,3.505267672056922
3.4980725452294923,3.505267672056922
3.4980725452294923,3.505267672056922
3.52670073952838,3.4593292534627618
3.4956490754129605,3.374010465607983
3.4956490754129605,3.374010465607983
3.5142209386984926,3.311316705546955
3.430235713967233,3.37164464726655
3.38913588895888,3.406885731875377
3.339044445678148,3.3199985126126546
3.242889306527978,3.2405748157019603
3.242889306527978,3.2405748157019603
3.2537507737771394,3.189254872356194
3.278489491938843,3.1728910161056043
3.278489491938843,3.1728910161056043
3.278489491938843,3.1728910161056043
3.278489491938843,3.1728910161056043
3.2692321300363334,3.184409520628121
3.2692321300363334,3.184409520628121
3.253688789184062,3.1474798165017175
3.28508662478304,3.050902728527273
3.311810498177919,2.999042876250596
3.2268528900699955,2.9165234063828933
3.228625678284387,2.9117749256602368
3.1541215277528973,2.920516942916678
3.0553971469660293,2.859849058026377
2.9647060062106276,2.813846381992961
2.9647060062106276,2.813846381992961
2.9647060062106276,2.813846381992961
2.9647060062106276,2.813846381992961
2.9387442162906505,2.874043196939883
2.9387442162906505,2.874043196939883
2.9387442162906505,2.874043196939883
2.9387442162906505,2.874043196939883
2.9387442162906505,2.874043196939883
2.8991147682997944,2.821910814625169
2.823802777204572,2.8532764772201307
2.823802777204572,2.8532764772201307
2.794065518907303,2.8591762750219436
2.847182303409644,2.7929734058645423
2.897430945838538,2.721906708284237
2.8028265220126274,2.7053554662062576
2.775589889975075,2.73928081106361
2.81158140143919,2.648613988444495
2.7162079507560524,2.7070283569428266
2.7162079507560524,2.7070283569428266
2.6554603263994045,2.721705794763614
2.558569230632192,2.673059235221268
2.5388516970625403,2.6804725300895385
2.4526768395456857,2.7396422443164705
2.4121883359794465,2.649362806533166
2.4121883359794465,2.649362806533166
2.348930435557353,2.6738304124091887
2.348930435557353,2.6738304124091887
2.348930435557353,2.6738304124091887
2.348930435557353,2.6738304124091887
2.38035783450136,2.6741244643340463
2.3710508395317262,2.6514600096975727
2.304163805630136,2.6810812256676515
2.2609946616743684,2.7372787610801295
2.269820714960724,2.676756344864496
2.2792280789368,2.5863226907729735
2.321745288056204,2.5730563606010075
2.4031029376681454,2.551073388499707
2.4850280324393097,2.4661412074538602
2.4850280324393097,2.4661412074538602
2.4060976283187516,2.4828391532333747
2.397954478393289,2.4209183559850405
2.3769527988866694,2.4456908882342696
2.3769527988866694,2.4456908882342696
2.3769527988866694,2.4456908882342696
2.3667750147016613,2.387672090804051
2.31599346437305,2.302155717835834
2.31599346437305,2.302155717835834
2.241845180206861,2.2919437366965894
2.241845180206861,2.2919437366965894
2.241845180206861,2.2919437366965894
2.27187814133795,2.2559214669074494
2.243645680250436,2.3529479690608324
2.1990215427703332,2.355069340977384
2.2593711145498663,2.450322239590027
2.2593711145498663,2.450322239590027
2.2704806723494464,2.368660177136147
2.24496736724161,2.366541229731655
2.24496736724161,2.366541229731655
2.297287569100637,2.3121738744024993
2.2632128578905077,2.21850256576133
2.2306428217006116,2.213904322178058
2.2294953195515532,2.127835702955646
2.183558254262227,2.0635793852450224
2.183558254262227,2.0635793852450224
2.181916988818868,2.0788310787076267
2.090437871120143,1.9892999162381972
2.090437871120143,1.9892999162381972
2.095882722128128,1.9009108074479313
2.181464269702073,1.8699808827461577
2.199779542069779,1.894763566783984
2.244252863593517,1.9578784162448144
2.244252863593517,1.9578784162448144
2.2279945822562994,1.9049439816293037
2.229303972855817,1.9118717877249558
