,0
0,1.8422862558566144
1,0.1185362393769369
2,0.8473881136028991
3,-0.8217958291235401
4,-0.49363256155113483
5,0.786823241452884
6,0.17332523928837906
7,-2.181443413075175
8,-0.921203632679565
9,1.4087585666896756
10,-0.7721602187597648
11,0.20041299003685067
12,-0.27092584777501094
13,1.6652643325054546
14,0.3818136656032862
15,0.024166139767482216
16,0.05552888111592411
17,1.184924270297243
18,1.3143959265663185
19,-0.602521710805888
20,-0.9663005480295582
21,-1.5000744990249348
22,0.9246227446287396
23,0.29187911462316296
24,0.18041317844917024
25,-1.7330542568817293
26,0.2673363708013141
27,1.224075686380108
28,0.37242039616804207
29,0.038722284301883125
30,-0.6689459905447831
31,-0.6456980624729297
32,0.23796212523932714
33,-2.1290475530224313
34,0.10639411256367644
35,-0.6540913924716266
36,-1.0386083097051162
37,-1.3590945386720523
38,-0.4138990163736021
39,1.5699253215578608
40,0.431036844485052
41,-0.016092624181951898
42,-1.6606141602810662
43,0.021434323982558585
44,0.00348548866565253
45,1.3293008370710184
46,1.0773966638818284
47,-0.0703399783070132
48,0.2219836030161506
49,0.17462838960777294
50,-1.759935051202744
51,-1.1670320806084602
52,-0.21044254036789248
53,0.12783142002074616
54,-0.17149743303988685
55,0.3759691792646056
56,-1.7422955422119646
57,-0.8100805618820137
58,1.2349723005308975
59,-0.3231354700833208
60,-1.4104475297091688
61,0.2464168638745688
62,1.3448314421728083
63,-0.46568548980359115
64,0.6662570805018707
65,-0.13539991212276484
66,-0.8846289539902332
67,0.3241706642585464
68,-0.580289938419443
69,-0.6738116416553728
70,-1.273656063953486
71,0.6669568343192389
72,0.25515381264069553
73,-0.18605901078483256
74,-0.1777673542660282
75,0.5704007847163142
76,-0.13658684606172367
77,0.17290119056831926
78,-1.4221764127876784
79,-0.6103688890805175
80,0.005080622697164751
81,-0.19653231370057628
82,-0.9892016031682916
83,0.1561516623405056
84,0.11524908800154353
85,-2.691367344528733
86,1.280725675225399
87,-1.351189666919495
88,-0.8025255335089219
89,-0.8412207893237889
90,0.8107259668774922
91,1.5400723748553085
92,1.4111007261309838
93,-0.04925172839002346
94,-0.8045726642321631
95,0.40519505067584033
96,1.5780661836134795
97,-1.6354084702477112
98,-1.2742749225745538
99,-0.08790626189710325
100,-1.5484041162680555
101,0.13574191601701321
102,0.38196866035395344
103,-1.1246385532259289
104,0.20612811389176952
105,-0.9639234808898426
106,1.1438033721241265
107,-0.5884856520128977
108,0.4230406886391785
109,-0.17278356445708062
110,-1.1282925217313509
111,-0.2833721908866224
112,-0.010845580602511128
113,-0.6847007375307806
114,-0.7127519678925212
115,-0.11612903236852393
116,1.0471225885869926
117,-0.21232885958971576
118,-1.4529936113113855
119,-1.0802676619784333
120,-1.5161531669848987
121,0.8894184265265572
122,-0.9618896775262511
123,-0.2664437477747059
124,0.3530486939123447
125,-0.6209325971528367
126,0.06424995702609593
127,-1.4467379682314048
128,0.5954332994543763
129,1.0560138943694557
130,0.3676256465410815
131,-1.3441008045754292
132,0.8676720508260328
133,1.4708098178733304
134,-0.5636801233554753
135,-0.9058060671110841
136,0.7609392871083305
137,1.4130351624092075
138,-0.27520470581820927
139,0.0791232885602615
140,0.11332009973472176
141,-1.2621778870660434
142,-1.0903950191577736
143,-0.6843970925060651
144,-0.29390812911129227
145,-0.023250025982964977
146,1.3918883365354613
147,0.9227583446129892
148,-1.3040017708933793
149,0.6240887222474053
150,-1.5683516458338294
151,-0.26807361641122285
152,0.4875444206526674
153,-1.515597902613604
154,-0.8797113021392812
155,-0.3434919656792704
156,-1.5381204771167793
157,1.4904472876044894
158,-0.6644038931062204
159,-0.277165452193728
160,-1.0124089813208152
161,0.06313777960835094
162,0.2798770482436482
163,-1.3826287011149383
164,0.494280331084813
165,-1.812933646801283
166,-0.2533589016776161
167,1.0893741508919064
168,0.7792698452724307
169,0.7234947810781226
170,0.3244986739374583
171,0.18035472891448523
172,0.11370192897520572
173,-0.4300454449321141
174,-0.014173994406100603
175,-0.20862975411661555
176,0.5246671768996323
177,-1.1836780070188961
178,-2.672241222150022
179,-0.09557953409802915
180,-0.7578410116418961
181,-0.7479913532308688
182,0.4397121071540995
183,-0.44188069105536293
184,0.3464648702216599
185,2.2867440435353177
186,-0.6560299615557633
187,-0.5853457852243474
188,-0.15678674534111176
189,-1.0109979289642108
190,0.5176126464621226
191,0.13720653112381498
192,0.9116927273385691
193,-0.05420458359256007
194,0.17757749869165118
195,1.4392853595744879
196,-0.7430818828726851
197,1.277877623498625
198,-0.24358370565070084
199,-1.9211904448890698
200,0.14432214350391367
201,1.5317319198663937
202,-0.3521467311723732
203,-0.5832365876774551
204,-0.5380953840050536
205,-0.8687507518660704
206,0.43478779220318164
207,0.5687397511131759
208,0.9825422200552512
209,1.2077929389818862
210,-0.7199909741483289
211,0.48317181951736043
212,-1.4733832057730192
213,1.7196900167389098
214,-0.0646311463958901
215,-1.7661365082387956
216,-2.079847980519245
217,-0.2836890569998599
218,0.11901204988434728
219,-0.5819447067309457
220,0.6951976396014035
221,-1.3075607201281518
222,0.4668254937535333
223,-0.5720148836003042
224,0.594815116685166
225,-0.6690095466631566
226,-0.29936523441401053
227,-2.3416783454343886
228,0.704875724135947
229,0.45711440539460807
230,-1.8165449492987722
231,1.1456020642456652
232,-0.013382038179592435
233,0.5937770564501117
234,2.2392356230298014
235,-0.43821737427540913
236,0.7759331327338234
237,-0.4992332475973499
238,1.314636837512939
239,0.917143396949685
240,-0.8957760262202735
241,-0.5925351396188592
242,-0.8176968357870309
243,-1.3898397784426189
244,-0.10686525091170472
245,0.7664157286033831
246,1.1218143701850556
247,-1.204766529404701
248,0.8789579234782234
249,1.9372787087838224
250,-0.04024421173042888
251,-0.464433290918462
252,-1.4238087377369104
253,-0.1951830131444327
254,0.15010454445139323
255,-0.543651263579754
256,-1.3165125973973912
257,-0.47179273110778275
258,-0.6699654733362443
259,-0.5407762718326635
260,-1.7818415327982533
261,0.9407177473250588
262,1.397859651407828
263,0.5242171057330768
264,-0.570924125805597
265,0.25308946348038414
266,-0.3327540295823776
267,0.9132731168610781
268,0.5951018231000186
269,0.834977470310827
270,-0.25142338784954305
271,0.5006423731279014
272,0.14814353881460535
273,1.188899899874728
274,0.16594378692205453
275,-1.2489665397683456
276,0.5865980627816381
277,0.5952903154849064
278,0.5065188916896028
279,0.07242986221004026
280,0.3094239607067799
281,0.45720335481994107
282,-0.26664338819570665
283,-1.4262875795748586
284,-0.49606183520165303
285,0.733629952020163
286,0.46443547264022383
287,-0.5886523864947152
288,-0.0497136465958741
289,0.05339952125548722
290,0.5724194909442918
291,0.318904104303032
