,0
0,0.09619598095128126
1,0.6720124295316694
2,0.36305327963226164
3,0.5643897292038378
4,0.2898966536344479
5,-0.5803425719869987
6,0.030241774874851933
7,-0.11202425608040034
8,-0.6303508438311288
9,0.43144176873911255
10,0.915891557892734
11,-0.12725205399433714
12,-0.6378118231137337
13,-0.549195916181987
14,0.8267100610894663
15,0.6748624563565768
16,-0.5892878387073464
17,0.5286722511652262
18,-0.21271218369375555
19,0.9457726743751078
20,0.6915045025253224
21,0.24076125595754072
22,0.726159045345224
23,0.14749443910433652
24,0.412112795008399
25,-0.6139165459265543
26,0.8241766150222051
27,0.5483745269236967
28,-0.4977546303988223
29,-0.16281030148398612
30,0.5485459545387634
31,-0.9658738509592945
32,0.44768442374080625
33,0.9488917570323179
34,-0.6582484923574368
35,0.47453447593121534
36,0.3775921242207252
37,-0.6903117162596023
38,0.3572518743375558
39,0.9373885187960176
40,0.2566462616699963
41,0.6701513653016423
42,-0.21872863928728203
43,0.9110218761074459
44,0.2978979201511936
45,0.9604471698219176
46,-0.5532085334664251
47,-0.23985324671485142
48,0.4107638995213266
49,0.7974977119814128
50,0.7688798698451742
51,0.6856031714405879
52,0.5678697626888145
53,-0.384906199939971
54,0.4442456306164365
55,0.46986980106209864
56,-0.16820366083095017
57,0.012172583961939711
58,0.6856223264176502
59,-0.6252149681678112
60,-0.3376651836268907
61,-0.14071146638165766
62,-0.503313865281322
63,0.5795061195173795
64,0.4076955329662634
65,-0.8091670446140538
66,-0.30845499472155
67,0.5607364706512245
68,0.12170292861838962
69,0.06550883225421833
70,-0.2972904473064889
71,0.8717781830913286
72,-0.3814330954949525
73,0.6409381021004813
74,-0.015579114209664624
75,-0.10915965359153212
76,-0.3290217739199389
77,0.43364632336126935
78,-0.6941742239027164
79,-0.7463015684607912
80,0.6199474672879779
81,0.18909091464667158
82,-0.8015436985537148
83,0.16665848305758948
84,0.9394732219816526
85,0.3080996057522016
86,-0.14834502998196752
87,0.7179312532385491
88,0.7938522956305427
89,0.970044142552672
90,0.7085575245826308
91,0.1873022374637901
92,0.1658412377190968
93,-0.08082993378901382
94,0.017392016024045654
95,-0.9429957139971646
96,-0.11728185793258339
97,0.9773108893899763
98,0.830845025289266
99,0.4395120797862821
100,-0.4001114798710269
101,0.4080373679325159
102,0.10804203157687654
103,0.7721440642011091
104,-0.20091970926193503
105,-0.4047468069031587
106,-0.061924669920431774
107,-0.5550167721486728
108,0.5866383656797178
109,0.4183313378218242
110,0.8157228994256458
111,0.13026124803827202
112,0.13846097054819623
113,0.8219706466523794
114,0.9123990316467355
115,0.6517704947161351
116,-0.21420655782064724
117,0.24217976128783997
118,-0.023588106978492895
119,0.6078115914053338
120,0.6273079140238966
121,-0.7864292048785971
122,-0.8111569228634038
123,0.23608622850667976
124,-0.19219145280876726
125,0.5121717068889047
126,0.778643022188285
127,0.5747483049401773
128,0.5503045043676646
129,0.8970776712042641
130,-0.4542353621005245
131,0.9860491701336807
132,0.8597548049221536
133,0.5993317685086894
134,0.5431023885231011
135,0.4305577131130536
136,0.9336855490383159
137,0.9522999981196132
138,0.6613249022799195
139,0.44142090968853837
140,-0.493683383098656
141,0.43204474795239267
142,-0.24300563952094212
143,0.46791764929328006
144,-0.5043860457392344
145,0.13768436067629808
146,-0.9345568897829191
147,0.853904390639581
148,0.3681089032292873
149,0.09880983834099483
150,0.6890222605732373
151,-0.3780319040538892
152,-0.22756645280288834
153,-0.41954262853578783
154,0.5382388166795665
155,-0.23697408625715133
156,-0.022036310761252564
157,0.4699871360650226
158,-0.7132358559003267
159,-0.038901311829174556
160,-0.7453727259977594
161,0.6259741492690398
162,0.6823351889300789
163,-0.6055139012660431
164,-0.03308691970682098
165,0.11717274837064219
166,0.3980938593848114
167,0.05509559207367506
168,0.9967213142647973
169,0.43055586536906465
170,0.3563407242094822
171,-0.20008619092408853
172,-0.6027434559551736
173,0.19594181384702297
174,-0.3440505370237169
175,0.8856418621193812
176,0.5269958868282828
177,-0.03371256870856165
178,-0.2403805536406024
179,0.2556129765024469
180,0.10858810791214374
181,-0.17907832617828545
182,-0.7777143995173808
183,0.3454423734664183
184,0.46007750204767917
185,0.9502161792247632
186,-0.1696564025104309
187,0.45642182019372557
188,0.1726263161621179
189,-0.3581530206641895
190,0.30778092951876157
191,0.7032636179138271
192,0.5828491768719858
193,0.3663592144690264
194,-0.1588706016349004
