,x,y,z
0,0.48252582625447404,0.5903547623730314,0.6470317469343516
1,0.28989351658689955,-0.16874208400440577,-0.9420657398115755
2,0.5481796204999214,-0.8100910907837404,0.2079700177943251
3,0.7054487063156448,-0.694047261761124,0.14366809388124113
4,0.4534447155974608,-0.8859093915517218,0.09773658402663754
5,-0.7004372054822381,-0.31032790868384413,-0.6427163528868274
6,-0.10938658876875176,0.7920773601017812,0.6005397820392328
7,-0.8049672334157435,-0.5842891064666612,0.10312125479936007
8,0.5349758304673873,-0.5502075463755752,-0.6411493716187349
9,0.3276899160245929,-0.5675308304325773,-0.7553330890701826
10,0.7908647344420039,0.4609539952681532,0.4025597919096069
11,-0.46520529081692713,0.8720752581924713,-0.15188410530556729
12,-0.26067565122752806,0.5805961583918953,0.7713341077105804
13,0.6991400654772743,0.536278028550783,0.47287318060777983
14,-0.8147869008984673,-0.5101851363618582,0.27537870789097574
15,0.28845990598702204,0.19420402773415685,-0.9375903573788444
16,0.17238867353736487,0.7162129014353029,0.6762552957675474
17,0.49826424666754826,-0.4233203304307636,0.7566588652337392
18,0.2980887886405831,-0.9479488522457153,-0.11196449264307251
19,-0.2523356681401357,0.9431813824271726,-0.21618415859409978
20,-0.7847756651544356,-0.04122376018083741,-0.6184074360629617
21,-0.8950111098310437,-0.349533148127223,0.27709509493904094
22,0.3844944606638101,0.33459238619149234,0.8603557083099577
23,-0.9303319541337072,0.3577376852893166,0.08066104165952515
24,-0.26627376122917645,0.8265275406293952,-0.4959339761117312
25,-0.4833658070655634,0.44081114213384903,-0.7563352652960909
26,0.6281092270843539,-0.3015725542939767,-0.7173094125606481
27,-0.8411756780754319,0.3071409307179027,-0.44507069920640463
28,-0.025487888853712653,0.929278422867429,-0.36849963407689357
29,-0.5488312407739844,-0.6305224046860222,-0.5488403832986828
30,-0.04744066182718586,0.7854755823216405,-0.6170717082980537
31,-0.732142475070217,0.2251543061776749,-0.6428630760960738
32,-0.7769028432241101,-0.5291137097388346,0.34126332114175706
33,0.7448971518130899,0.03480065131607455,0.6662710768814173
34,0.5749977632965345,0.8169817902798991,0.043798704946987455
35,-0.41010061246332546,0.4995072487205745,-0.7630923902993709
36,0.5249632912542509,-0.4523711989456419,0.7209534251253592
37,-0.1859063970004809,-0.9815974278638946,0.04364975561541862
38,-0.18040583019290063,0.09196750643420266,0.9792832655532745
39,0.8204988397160908,-0.3001792697057723,0.48649158272621507
40,-0.004377740465709789,0.6901897727930115,0.7236151690783894
41,-0.48352271831507115,0.19073484399754123,0.8542985427579974
42,0.9684820761184566,-0.12498467275075047,0.21545602756634985
43,0.9945152027387683,-0.10427009475138257,-0.008201150041569072
44,-0.2207428640132262,0.658995890775876,-0.7190250370659899
45,0.03714243982077827,0.4576859890477392,-0.8883377592974153
46,-0.34884421556969825,0.6590134647723271,-0.6663399781735557
47,0.12235915463748238,-0.9486126256439895,0.29182584488906516
48,-0.7593496391265976,0.5111128653272431,0.40268072272618327
49,0.9344590810916301,-0.2541984494359227,-0.2493378713107155
50,-0.7517940288085307,-0.5064710534361703,-0.4222473330633292
51,-0.38501447230017566,0.2737346659690072,-0.8813814093604728
52,-0.753103601915089,0.25545325035019917,0.6062826087461505
53,-0.8562002797884402,0.5160331014892877,-0.02511810218833066
54,-0.9720845106280983,-0.05647976439796105,-0.22773172903765815
55,0.3129568962758228,-0.8931269392907388,0.3230824219708657
56,0.4232870830254036,-0.8733165113134072,0.24113547314989692
57,-0.3277050952971601,0.22202878554342959,0.9183205262360137
58,-0.49240625223536194,0.5248153199092219,0.6943377872103075
59,-0.38818843135350806,0.7756418014845701,-0.49768417450535196
60,0.23681982393039008,0.6191994632636173,0.7486710864509376
61,0.7881836774755538,0.28318829535391565,-0.5464163979381067
62,-0.7211440991445378,0.25162678709045044,-0.6454728098747073
63,0.6308445962831474,-0.5039646069270575,0.5899616685050049
64,0.24936271582405994,0.3585214597732674,0.8996002439077563
65,-0.9375923458677188,0.019024733319209466,0.3472155706364579
66,0.9243135273629999,0.2046118315965376,-0.3221467080453857
67,-0.8568593909867063,-0.03993728526731829,0.5140009701580024
68,0.4804458744599886,-0.5758667237847565,0.6614750774986067
69,0.2313973965469905,0.34788714197989445,-0.908531662253075
70,0.44998183214045956,0.8882458247232595,0.09238888247625887
71,-0.07528665090312997,-0.2474863529418223,0.9659619171081985
72,-0.8494635906469978,0.4646896840969102,0.2499502063592336
73,-0.5816147332309646,-0.8110310507408575,0.06287238521683847
74,0.8952012048187816,-0.009229901531621837,-0.4455666188222791
75,0.22422050198189286,-0.2325109971369445,-0.9463951620234392
76,0.07699850773282169,-0.9879967902602482,0.13391628818917356
77,-0.44734015788186693,-0.5732610823725546,-0.6864827125159625
78,0.9650823332767213,0.17545447095589434,0.19450403239713676
79,-0.23866029361105554,-0.8877125168505476,0.39371023822139906
80,-0.5582784115317163,0.8211462071694611,0.11850789707370613
81,-0.9612243968302862,-0.27333154183682457,0.036572218627763275
82,-0.7872652519602726,-0.6156184744062947,0.03503308472851019
83,0.9646952901512683,0.25564363217752134,0.0633192742144496
84,0.4447012718220436,0.8950522409377729,0.03350022137431341
85,-0.9963743321996495,0.08410497274228594,-0.012827458583905216
86,0.010942236742002396,-0.04482570448152509,0.9989348946116643
87,-0.5354067593272995,-0.34220509116889797,-0.7721627274381517
88,-0.36705293252959736,-0.3420022220660279,0.8650471806920835
89,-0.35224592041856373,-0.21375838183357967,0.9111696690212907
90,0.4442650719419187,0.7957755876757746,-0.41154557452573504
91,0.817518032493023,-0.32674029241156133,0.4742415501235039
92,-0.20394098025430787,-0.7050682684033888,0.6791809872659562
93,-0.4816330181448257,-0.8718250323902728,0.08916697107340843
94,0.13132121834973878,0.9763663556944495,-0.17164928511088995
95,-0.860355877820305,0.09966475666514003,-0.49985467866063904
96,0.3293359214527322,0.8855947273855063,-0.3275054650961884
97,0.21798948670673132,0.43335655940059514,0.8744613634173978
98,-0.598512387868659,-0.09322169151905971,0.7956711869849763
99,-0.6081896039696337,0.4116645895427787,-0.6787029330567502
100,-0.19425787409249326,0.9754374202692047,0.10385430896994008
101,-0.664888330425832,-0.291193820783881,0.6878442169567428
102,0.3830347641181994,-0.9222470828387634,0.05238976686631236
103,-0.014986919252847604,-0.07638587675642082,0.9969656915277785
104,0.5799805020194495,-0.03763216100733989,0.813760675957732
105,-0.1569746573640783,0.4751354012614869,0.865797497925188
106,-0.09875756069582618,0.8739584887438223,-0.47586080334276804
107,0.5047004290294073,-0.846307418511207,-0.1704148770220162
108,-0.35843624661236695,-0.40182847173261155,-0.8426489995362674
109,-0.8288878708619754,-0.41220309898563184,-0.37819770322483803
110,0.08817860411070466,-0.9365592574563388,-0.3392363350968153
111,-0.5549339005179067,-0.5418135453369862,-0.6312578301655731
112,0.2773728446993363,-0.593086251044244,0.7558525013821691
113,-0.7618428994610533,-0.5119334053754576,-0.39688737067518653
114,-0.1521128370207474,-0.9880783328333306,0.02372536614692189
115,0.35150282215890816,-0.8202037040381115,0.4513442698168273
116,0.5331927016026595,0.30244420055338506,-0.790084203429787
117,0.1464003522027752,0.20982376496422572,-0.9667165688717354
118,0.5987437833702445,-0.5971798241976499,0.5337435146648151
119,-0.888179684274561,-0.10242887228230237,0.4479343418012477
120,0.5565593882912415,-0.8167091055091068,0.1524069692743535
121,0.8773356094138062,0.1940302459794715,0.43890146058044854
122,0.0727411173890359,-0.20311895220103357,-0.9764483709330201
123,0.8422566290916105,-0.2588798209362028,0.47284776520913885
124,-0.042175710348966125,0.7286382217425785,-0.6835989696250084
125,0.8594957153999827,-0.5085927092461109,0.05099579699125001
126,0.32762762361434683,0.4605634178083951,0.8249493793084917
127,-0.4584648094946233,-0.8278357097789796,0.3232615907740848
128,-0.9007958388644589,-0.3476288799755967,0.2602326238029887
129,-0.26249721050893016,0.8241219486566911,0.5019145626671224
130,-0.4005051391064393,0.40813230472890244,0.8203801895377569
131,0.8800254075028926,0.37215359017908134,0.2950542110633029
132,0.46060261820908305,0.7443573014028912,-0.4835053628938806
133,0.9096577044069624,-0.376980466431951,-0.17438058590853633
134,-0.8258978481063803,-0.5305977299488849,-0.1906798192424688
135,0.584946247747062,-0.6088882379852761,-0.5358106016959896
136,0.07034615839388779,-0.98779041358614,0.1390018590758576
137,0.5786409228982677,-0.7962135821013082,0.17668790005216573
138,0.9198447204480329,0.021684606539935054,-0.39168286674692365
139,0.753747963796352,0.15933785624057692,0.6375542758397206
140,-0.2723512318969776,0.928307099478503,-0.2531219775957978
141,-0.5381137931319798,-0.8425906342580746,0.021784597808735207
142,-0.598043648289177,0.08462537823166263,0.7969832746677431
143,0.477086127650351,-0.04970134675659161,0.8774500572307087
144,-0.12161027181933755,0.2938451966716115,-0.9480854086953605
145,0.3059539014555303,0.7737606687154768,-0.5546950853695369
146,0.12754576573009163,0.8753920866032837,-0.4662840039682614
